AnimeBirthYM	animeDesc	BirthYM_dt	CCterm	ConceptDesc	ConceptBirthYM	TimingFlag	Connection
2014-04	ドラゴンコレクション	2014-04-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-04	ヒーローバンク	2014-04-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-04	魔法少女大戦	2014-04-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-04	猫のダヤン	2014-04-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-05	猫ピッチャー	2014-05-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-05	野良スコ	2014-05-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-05	ぷちます!! -プチプチ・アイドルマスター-	2014-05-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-07	ソードアート・オンラインII	2014-07-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-07	プリパラ	2014-07-01	CC0141200	Cheerleader	2014-11	PreToBirth	1
2014-07	アカメが斬る!	2014-07-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-07	フランチェスカ	2014-07-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-07	ヤマノススメ セカンドシーズン	2014-07-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-09	トライブクルクル	2014-09-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	ガンダム Gのレコンギスタ	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	クロスアンジュ 天使と竜の輪舞	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	まじっく快斗1412	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	ログ・ホライズン（第2期）	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	七つの大罪	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	ワールドトリガー	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	愛・天地無用!	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	弱虫ペダル GRANDE ROAD	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	暁のヨナ	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	ガンダムビルドファイターズトライ	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	寄生獣 セイの格率	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	SHIROBAKO	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-10	カードファイト!! ヴァンガードG	2014-10-01	CC0141200	Cheerleader	2014-11	PreToBirth	0
2014-12	接続無用	2014-12-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-01	ぱんきす!2次元	2015-01-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-01	ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編	2015-01-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-01	黒子のバスケ（第3期）	2015-01-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-02	Go!プリンセスプリキュア	2015-02-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-03	トランスフォーマー アドベンチャー	2015-03-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-03	ふなっしーのふなふなふな日和	2015-03-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	バトルスピリッツ 烈火魂	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	美少女戦士セーラームーンCrystal	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	ハッピージョージ	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	境界のRINNE（第1期）	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	GON -ゴン-（第2期）	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	食戟のソーマ	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	電波教師	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	アルスラーン戦記	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	デュエル・マスターズ VSR	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	ベイビーステップ（第2期）	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	ダイヤのA -SECOND SEASON-	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	銀魂゜	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	俺物語!!	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	フューチャーカード バディファイト100	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-04	英国一家、日本を食べる	2015-04-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-05	ナルどマ	2015-05-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-07	アクエリオンロゴス	2015-07-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-07	うしおととら（第1期）	2015-07-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-07	ブーブーボーイ	2015-07-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-07	ドラゴンボール超	2015-07-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	かみさまみならい ヒミツのここたま	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	きょーふ!ゾンビ猫	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	ルパン三世 PART4	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	ヘヴィーオブジェクト	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	みにヴぁん（第2期）	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	うたわれるもの 偽りの仮面	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	機動戦士ガンダム 鉄血のオルフェンズ（第1期）	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	ハイキュー!! セカンドシーズン	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	おそ松さん（第1期）	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	JKめし!	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	新あたしンち	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	DD北斗の拳2	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	牙狼 -紅蓮ノ月-	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2015-10	ポケットモンスター XY&Z	2015-10-01	CC0141200	Cheerleader	2014-11	BirthToPost	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-07	惑星のさみだれ	2022-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	ぷにるんず	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	ブルーロック	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	永久少年 Eternal Boys	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-10	クールドジ男子	2022-10-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2022-12	僕とロボコ	2022-12-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-01	ヴィンランド・サガ SEASON2	2023-01-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-01	BASTARD!! -暗黒の破壊神-	2023-01-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-02	ひろがるスカイ!プリキュア	2023-02-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	EDENS ZERO（第2期）	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	TIGER & BUNNY 2	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	逃走中 グレートミッション	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	ぼさにまる	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	青のオーケストラ（第1期）	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	ポケットモンスター（2023）	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-04	贄姫と獣の王	2023-04-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-07	るろうに剣心 -明治剣客浪漫譚-（第2作 序幕東京）	2023-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-07	シャドウバースF セブンシャドウズ編	2023-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-07	ダークギャザリング	2023-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-07	Helck	2023-07-01	CC0150000	Medical and Nursing	2023-07	PreToBirth	0
2023-09	チキップダンサーズ（第3期）	2023-09-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-09	葬送のフリーレン（第1期）	2023-09-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	キャプテン翼シーズン2 ジュニアユース編	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	シャングリラ・フロンティア（1st season）	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	範馬刃牙（第2期）	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	ラグナクリムゾン	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	BEYBLADE X	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	アンデッドアンラック	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	七つの大罪 黙示録の四騎士（第1期）	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2023-10	薬屋のひとりごと（第1期）	2023-10-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	1
2024-01	ダンジョン飯	2024-01-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	1
2024-01	月が導く異世界道中（第二幕）	2024-01-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	1
2024-02	わんだふるぷりきゅあ!	2024-02-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	1
2024-04	狼と香辛料 MERCHANT MEETS THE WISE WOLF（第1期）	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	ちびゴジラの逆襲（第2期）	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	転生したらスライムだった件（第3期）	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	ザ・ファブル	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	シンカリオン チェンジ ザ ワールド	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	ひみつのアイプリ	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-04	夜桜さんちの大作戦（第1期）	2024-04-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-07	多数欠	2024-07-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-07	2.5次元の誘惑（第1期）	2024-07-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-07	FAIRY TAIL 100年クエスト	2024-07-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2024-07	JOCHUM	2024-07-01	CC0150000	Medical and Nursing	2023-07	BirthToPost	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-07	惑星のさみだれ	2022-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	1
2022-10	ぷにるんず	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	ブルーロック	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	永久少年 Eternal Boys	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-10	クールドジ男子	2022-10-01	CC0151000	Nurse	2023-07	PreToBirth	0
2022-12	僕とロボコ	2022-12-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-01	ヴィンランド・サガ SEASON2	2023-01-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-01	BASTARD!! -暗黒の破壊神-	2023-01-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-02	ひろがるスカイ!プリキュア	2023-02-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	EDENS ZERO（第2期）	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	TIGER & BUNNY 2	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	逃走中 グレートミッション	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	ぼさにまる	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	青のオーケストラ（第1期）	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-04	ポケットモンスター（2023）	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	1
2023-04	贄姫と獣の王	2023-04-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-07	るろうに剣心 -明治剣客浪漫譚-（第2作 序幕東京）	2023-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-07	シャドウバースF セブンシャドウズ編	2023-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-07	ダークギャザリング	2023-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-07	Helck	2023-07-01	CC0151000	Nurse	2023-07	PreToBirth	0
2023-09	チキップダンサーズ（第3期）	2023-09-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-09	葬送のフリーレン（第1期）	2023-09-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	キャプテン翼シーズン2 ジュニアユース編	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	シャングリラ・フロンティア（1st season）	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	範馬刃牙（第2期）	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	ラグナクリムゾン	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	BEYBLADE X	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	アンデッドアンラック	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	七つの大罪 黙示録の四騎士（第1期）	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2023-10	薬屋のひとりごと（第1期）	2023-10-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-01	ダンジョン飯	2024-01-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-01	月が導く異世界道中（第二幕）	2024-01-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-02	わんだふるぷりきゅあ!	2024-02-01	CC0151000	Nurse	2023-07	BirthToPost	1
2024-04	狼と香辛料 MERCHANT MEETS THE WISE WOLF（第1期）	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-04	ちびゴジラの逆襲（第2期）	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-04	転生したらスライムだった件（第3期）	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-04	ザ・ファブル	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-04	シンカリオン チェンジ ザ ワールド	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-04	ひみつのアイプリ	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	1
2024-04	夜桜さんちの大作戦（第1期）	2024-04-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-07	多数欠	2024-07-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-07	2.5次元の誘惑（第1期）	2024-07-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-07	FAIRY TAIL 100年クエスト	2024-07-01	CC0151000	Nurse	2023-07	BirthToPost	0
2024-07	JOCHUM	2024-07-01	CC0151000	Nurse	2023-07	BirthToPost	0
2022-07	うたわれるもの 二人の白皇	2022-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-07	惑星のさみだれ	2022-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-09	デュエル・マスターズ WIN	2022-09-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	僕のヒーローアカデミア（第6期）	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	ぷにるんず	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	まめきちまめこニートの日常	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	ブルーロック	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	弱虫ペダル LIMIT BREAK	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	永久少年 Eternal Boys	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-10	クールドジ男子	2022-10-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2022-12	僕とロボコ	2022-12-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-01	ヴィンランド・サガ SEASON2	2023-01-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-01	BASTARD!! -暗黒の破壊神-	2023-01-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-02	ひろがるスカイ!プリキュア	2023-02-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	MIX MEISEI STORY 2ND SEASON〜二度目の夏、空の向こうへ〜	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	EDENS ZERO（第2期）	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	TIGER & BUNNY 2	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	逃走中 グレートミッション	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	ぼさにまる	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	青のオーケストラ（第1期）	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	ポケットモンスター（2023）	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-04	贄姫と獣の王	2023-04-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-07	るろうに剣心 -明治剣客浪漫譚-（第2作 序幕東京）	2023-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-07	シャドウバースF セブンシャドウズ編	2023-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-07	ダークギャザリング	2023-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-07	Helck	2023-07-01	CC0151100	Angel Nurse	2023-07	PreToBirth	0
2023-09	チキップダンサーズ（第3期）	2023-09-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-09	葬送のフリーレン（第1期）	2023-09-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	キャプテン翼シーズン2 ジュニアユース編	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	シャングリラ・フロンティア（1st season）	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	範馬刃牙（第2期）	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	ラグナクリムゾン	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	BEYBLADE X	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	アンデッドアンラック	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	七つの大罪 黙示録の四騎士（第1期）	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2023-10	薬屋のひとりごと（第1期）	2023-10-01	CC0151100	Angel Nurse	2023-07	BirthToPost	1
2024-01	ダンジョン飯	2024-01-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-01	月が導く異世界道中（第二幕）	2024-01-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-02	わんだふるぷりきゅあ!	2024-02-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	狼と香辛料 MERCHANT MEETS THE WISE WOLF（第1期）	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	ちびゴジラの逆襲（第2期）	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	転生したらスライムだった件（第3期）	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	ザ・ファブル	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	シンカリオン チェンジ ザ ワールド	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	ひみつのアイプリ	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-04	夜桜さんちの大作戦（第1期）	2024-04-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-07	多数欠	2024-07-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-07	2.5次元の誘惑（第1期）	2024-07-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-07	FAIRY TAIL 100年クエスト	2024-07-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2024-07	JOCHUM	2024-07-01	CC0151100	Angel Nurse	2023-07	BirthToPost	0
2015-02	Go!プリンセスプリキュア	2015-02-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-03	トランスフォーマー アドベンチャー	2015-03-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-03	ふなっしーのふなふなふな日和	2015-03-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	バトルスピリッツ 烈火魂	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-04	美少女戦士セーラームーンCrystal	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-04	ハッピージョージ	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	境界のRINNE（第1期）	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	GON -ゴン-（第2期）	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	食戟のソーマ	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	電波教師	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	アルスラーン戦記	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-04	デュエル・マスターズ VSR	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	ベイビーステップ（第2期）	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	ダイヤのA -SECOND SEASON-	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	銀魂゜	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-04	俺物語!!	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	フューチャーカード バディファイト100	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-04	英国一家、日本を食べる	2015-04-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-05	ナルどマ	2015-05-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-07	アクエリオンロゴス	2015-07-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-07	うしおととら（第1期）	2015-07-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-07	ブーブーボーイ	2015-07-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-07	ドラゴンボール超	2015-07-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	かみさまみならい ヒミツのここたま	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	きょーふ!ゾンビ猫	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	ルパン三世 PART4	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	ヘヴィーオブジェクト	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	みにヴぁん（第2期）	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	うたわれるもの 偽りの仮面	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	機動戦士ガンダム 鉄血のオルフェンズ（第1期）	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	ハイキュー!! セカンドシーズン	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	おそ松さん（第1期）	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	JKめし!	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	新あたしンち	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2015-10	DD北斗の拳2	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	牙狼 -紅蓮ノ月-	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2015-10	ポケットモンスター XY&Z	2015-10-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2016-01	暗殺教室（第2期）	2016-01-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	1
2016-01	虹色デイズ	2016-01-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2016-02	魔法つかいプリキュア!	2016-02-01	CC0160000	Military and Police and Combat	2016-02	PreToBirth	0
2016-04	アグレッシブ烈子	2016-04-01	CC0160000	Military and Police and Combat	2016-02	BirthToPost	0
2016-04	逆転裁判 〜その「真実」、異議あり!〜	2016-04-01	CC0160000	Military and Police and Combat	2016-02	BirthToPost	1
2016-04	ジョジョの奇妙な冒険 ダイヤモンドは砕けない	2016-04-01	CC0160000	Military and Police and Combat	2016-02	BirthToPost	1
